0	1
all-male team	Name_Calling,Labeling
“Hard to do much else when the witness conveniently has no corroborating evidence, no memory of any verifiable facts of what happened, and everyone she says was present at the alleged incident--even her best friend--has denied it.”	Doubt
cried out for vigorous cross-examination	Loaded_Language
lobbing her softballs	Loaded_Language
Ford has a bad long-term memory and a bad short-term memory	Doubt
going rogue	Loaded_Language
the most unethical sham since I've been in politics	Exaggeration,Minimisation
What you want to do is destroy this guy's life, hold this seat open and hope you win in 2020	Causal_Oversimplification
Boy, you all want power	Loaded_Language
the most despicable thing I have seen in my time in politics	Exaggeration,Minimisation
I hope you never get it	Loaded_Language
the worst in our politics	Exaggeration,Minimisation
porn star lawyers with facially implausible claims	Doubt
The Senate must vote	Appeal_to_Authority
Kavanaugh stole the show	Loaded_Language
and then	Repetition
Afraid of their own shadows	Loaded_Language
is there a political motivation for your coming forward with your account of the assault by Brett Kavanaugh	Doubt
any issue	Repetition
If they're really concerned with going to the truth, why wouldn't you want to talk to the accused	Doubt
stonewalling	Loaded_Language
sham	Loaded_Language
if you vote no, you're legitimizing the most despicable thing I have seen in my time in politics	Appeal_to_fear-prejudice
good riddance	Loaded_Language
is being ripped apart	Loaded_Language
without a shred of evidence	Exaggeration,Minimisation
What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake	Whataboutism,Straw_Men,Red_Herring
Perhaps Arizona will put someone in that actually has a spine rather than living up to Senator Flake's name	Doubt
appeared stunned	Loaded_Language
self-professed sexual assaulter Cory Booker	Name_Calling,Labeling
This country is being ripped apart here, and we've got to make sure we do due diligence	Flag-Waving
that actually has a spine	Loaded_Language
a radical political activist who promotes baby murder and other unlawful actions	Name_Calling,Labeling
blasted Senate Democrats	Loaded_Language
public relations disaster	Loaded_Language
slander a man's character	Loaded_Language
political hit	Loaded_Language
Of course, she was part of it	Loaded_Language
her story didn't exactly lend credibility	Doubt
She knew it would be made public	Causal_Oversimplification
to destroy Brett Kavanaugh	Loaded_Language
to destroy Trump's nomination for the Supreme Court	Loaded_Language
If you think Mrs. Ford is ignorant of this considering her father works for the Central Intelligence Agency and her prior criminal political activism, then you aren't thinking clearly	Causal_Oversimplification
Ford obviously has mental issues and that was on display on Thursday during her testimony	Doubt
absolutely no evidence	Exaggeration,Minimisation
that attack on him was orchestrated, it was political and Ford was a part of it	Causal_Oversimplification
"Ford is not seeking justice nor is she seeking to do her ""civic duty."" She is seeking to slander a man's character for something she cannot prove that she claims happened over 36 years ago"	Causal_Oversimplification
promotes baby murder and other unlawful actions	Exaggeration,Minimisation
She wasn't angry it was made public. Why	Doubt
And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote	Appeal_to_Authority
but did she go to local law enforcement	Doubt
smear	Loaded_Language
more of a circus than it already is	Loaded_Language
Temper Tantrum	Loaded_Language
temper tantrums	Loaded_Language
Absolutely nothing will be found	Exaggeration,Minimisation
huge waste of time	Exaggeration,Minimisation
political hit	Loaded_Language
slanderous	Loaded_Language
angry left-wing Democrats	Name_Calling,Labeling
even bigger disaster	Loaded_Language
swamp	Repetition
one of the worst swamp creatures in D.C	Exaggeration,Minimisation
Appointing her to the UN would give Trump, Jeb Bush's policies	Black-and-White_Fallacy
swamp	Loaded_Language
American culture	Flag-Waving
women-centric	Name_Calling,Labeling
meshed nicely	Loaded_Language
same old failed politics	Loaded_Language
swiftly undo	Repetition
worst swamp creatures	Loaded_Language
willfully ignorant McMaster crowd	Loaded_Language
Dina Powell is everything that was wrong with the Bush administration	Exaggeration,Minimisation
White House Leaker	Name_Calling,Labeling
suffered	Loaded_Language
swamp	Loaded_Language
devastating	Loaded_Language
Bush gatekeeper	Name_Calling,Labeling
pals	Loaded_Language
failed incoherent	Loaded_Language
the Never Trumpers	Name_Calling,Labeling
enemedia	Loaded_Language
blunt	Loaded_Language
Americans	Flag-Waving
“America first”	Slogans
sordid	Loaded_Language
willfully ignorant	Loaded_Language
swamp	Repetition
a good thing for Americans	Black-and-White_Fallacy
Again, and I have asked this before, how do you fight the Deep State by putting Deep State operatives in these positions?	Doubt
How do you drain the swamp by adding to it?	Doubt
anti-American	Flag-Waving
shocking death	Loaded_Language
emergency	Loaded_Language
rush	Loaded_Language
hopped	Loaded_Language
beaten to death and then dismembered	Appeal_to_fear-prejudice
“severe”	Loaded_Language
tortured and killed	Loaded_Language
severe	Loaded_Language
body was cut up with a bone saw	Appeal_to_fear-prejudice
Pompeo reiterated his confidence that the Saudi government would conduct a “thorough, complete, and transparent investigation,” adding that they will “show the entire world” the results	Appeal_to_Authority
great partners	Name_Calling,Labeling
an “assault” on the nation	Flag-Waving
the strongest	Exaggeration,Minimisation
onslaught	Loaded_Language
OUR SOUTHERN BORDER!	Flag-Waving
tortured and beheaded	Appeal_to_fear-prejudice
the United States	Flag-Waving
the strongest	Exaggeration,Minimisation
onslaught	Loaded_Language
if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!”	Black-and-White_Fallacy
INCLUDING MANY CRIMINALS	Appeal_to_fear-prejudice
assault	Loaded_Language
onslaught	Loaded_Language
OUR SOUTHERN BORDER!”	Flag-Waving
our country	Flag-Waving
our Southern Border	Flag-Waving
violent	Loaded_Language
endemic violence	Loaded_Language
INCLUDING MANY CRIMINALS	Appeal_to_fear-prejudice
the strongest	Exaggeration,Minimisation
onslaught	Loaded_Language
if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER	Black-and-White_Fallacy
assault	Loaded_Language
unconstitutional	Name_Calling,Labeling
American's	Flag-Waving
disaster	Loaded_Language
coming to engage in criminal activity	Appeal_to_fear-prejudice
our country	Flag-Waving
because no one wants to be gay and black	Exaggeration,Minimisation
I’m a generation older than all of you I know comedy	Appeal_to_Authority
no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it	Exaggeration,Minimisation
none of his remarks were offensive	Exaggeration,Minimisation
The message they were trying to send with the event was opposite to the jokes he was making, and using people’s ethnicity as the crux of his jokes could be funny but still offensive...He definitely wasn’t the most crass comedian I’ve ever heard but for the event it was inappropriate	Doubt
demonizing people	Loaded_Language
the biggest terror threat in this country is white men	Exaggeration,Minimisation
the absurdity	Loaded_Language
white men	Repetition
Nah, it’s just CNN doing what CNN does… spewing more fake news for your viewing pleasure	Doubt
thought it would be fun	Loaded_Language
Stop Demonizing People	Appeal_to_fear-prejudice
demonize	Repetition
Stop Demonizing People	Loaded_Language
Talk about an absolute hypocrite	Loaded_Language
How can he contradict himself like that and not even bat an eyelid	Doubt
gotten incredible help along the way	Exaggeration,Minimisation
demonizing people	Loaded_Language
the biggest terror threat in this country is white men	Exaggeration,Minimisation
We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized to the right, and we have to start doing something about them,” Lemon said. “There is no travel ban on them… there is no white guy ban	Appeal_to_fear-prejudice
to demonize	Loaded_Language
the biggest terror threat	Exaggeration,Minimisation
demonizing	Repetition
demonizing	Loaded_Language
Demonizing	Loaded_Language
Demonizing	Loaded_Language
Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here	Causal_Oversimplification
There, I said it	Loaded_Language
utterly insane	Loaded_Language
Good luck with that!	Thought-terminating_Cliches
